Title,Price,Location,Detail Link
Two Commercial lots near Bay Bridge,1500000,oakland west,https://sfbaycraigslistorg/eby/reo/d/oakland-two-commercial-lots-near-bay/7756483871html
Luxury single story DFW Texas,6000,cupertino,https://sfbaycraigslistorg/sby/reo/d/aledo-luxury-single-story-dfw-texas/7760655023html
1207 Curtis St,985000,berkeley,https://sfbaycraigslistorg/eby/reb/d/albany-1207-curtis-st/7753836613html
3228 Magnolia St,849000,oakland west,https://sfbaycraigslistorg/eby/reb/d/emeryville-3228-magnolia-st/7759942293html
828 34th Street Oakland,750000,oakland east,https://sfbaycraigslistorg/eby/reb/d/emeryville-th-street-oakland/7755993496html
2686 74th Ave Open Sunday 2-5:00 PM,399000,oakland east,https://sfbaycraigslistorg/eby/reb/d/oakland-th-ave-open-sunday-pm/7757021415html
Southampton Home for Rent,3700,vallejo / benicia,https://sfbaycraigslistorg/eby/reo/d/port-costa-southampton-home-for-rent/7760643061html
YouDreamIt,45,san jose west,https://sfbaycraigslistorg/sby/reo/d/san-jose-youdreamit/7753692392html
Pastoral Valleys to Majestic Redwoods,2600000,sebastopol,https://sfbaycraigslistorg/nby/reb/d/sebastopol-pastoral-valleys-to-majestic/7758476959html
Marin condo 3/15,610000,Novato,https://sfbaycraigslistorg/nby/reb/d/novato-marin-condo-15/7751859492html
Fantastic Three Bedroom Condo,610000,north bay / marin,https://sfbaycraigslistorg/nby/reb/d/novato-fantastic-three-bedroom-condo/7751864605html
Luxury Studio Condo,575000,lower pac hts,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-luxury-studio-condo/7757178530html
Attractive Investment Property (9 Units),2100000,oakland lake merritt / grand,https://sfbaycraigslistorg/eby/reb/d/oakland-attractive-investment-property/7751115805html
Morgan Hill Presents An Open House,2398000,gilroy,https://sfbaycraigslistorg/sby/reb/d/gilroy-morgan-hill-presents-an-open/7760621128html
1840 Farmhouse on 45 acres in Midcoast Maine with river frontage,820000,Bristol,https://sfbaycraigslistorg/nby/reb/d/bristol-1840-farmhouse-on-45-acres-in/7760611061html
CLOVERDALE Central Downtown Corner w/Retail / Offices / Warehouse,999,healdsburg / windsor,https://sfbaycraigslistorg/nby/reo/d/cloverdale-cloverdale-central-downtown/7755973159html
Frenchman Lake Cabin,396500,Reno,https://sfbaycraigslistorg/sfc/reo/d/doyle-frenchman-lake-cabin/7756428877html
MILLIONS BELOW Appraisal PRIME PROPERTY = Will go FAST,455,PRIME LOCATION - HUGE DISCOUNT,https://sfbaycraigslistorg/sfc/reo/d/sacramento-millions-below-appraisal/7759526104html
Looking to purchase in Larkspur,2000000,larkspur,https://sfbaycraigslistorg/nby/reo/d/larkspur-looking-to-purchase-in-larkspur/7759622627html
River Life - Camp Mine and Fish on This 19 acre gold claim,4700,Klamath River CA Siskiyou County,https://sfbaycraigslistorg/nby/reo/d/yreka-river-life-camp-mine-and-fish-on/7758624324html
VIEWS VIEWS VIEWS,346000,oakland piedmont / montclair,https://sfbaycraigslistorg/eby/reb/d/oakland-views-views-views/7756087657html
â—ï¸Newly Remodeled Gem in San Lorenzo  ðŸš€,925000,San Lorenzo,https://sfbaycraigslistorg/eby/reb/d/san-lorenzo-newly-remodeled-gem-in-san/7758510140html
1 Acre Mountain View,7650,Alturas CA,https://sfbaycraigslistorg/sfc/reo/d/alturas-acre-mountain-view/7755048344html
Livermore Shop / House for lease,10000,dublin / pleasanton / livermore,https://sfbaycraigslistorg/eby/reo/d/livermore-livermore-shop-house-for-lease/7754262556html
7selling spartan mobile home better than airstream use for ADU,47000,sonoma,https://sfbaycraigslistorg/nby/reo/d/petaluma-7selling-spartan-mobile-home/7752069729html
160 Private Mtn Acres outside Redding Ca,195000,Oak Run Ca,https://sfbaycraigslistorg/eby/reb/d/bella-vista-160-private-mtn-acres/7760572160html
Spacious House for Rent,11000,peninsula,https://sfbaycraigslistorg/pen/reo/d/burlingame-spacious-house-for-rent/7754450111html
21 Acres with HUGE flat pad along main Mt Madonna Road,549000,los gatos,https://sfbaycraigslistorg/sby/reb/d/los-gatos-21-acres-with-huge-flat-pad/7760564805html
1333 Acres Poli Road pond meadows views,175000,morgan hill,https://sfbaycraigslistorg/sby/reb/d/san-martin-1333-acres-poli-road-pond/7757771893html
038 Acres Boulder Drive San Jose in Subdivision bare land,349000,san jose east,https://sfbaycraigslistorg/sby/reb/d/san-jose-038-acres-boulder-drive-san/7755956519html
893 Acres Willoe Springs Road/Hale Ave Farming or build,1700000,morgan hill,https://sfbaycraigslistorg/sby/reb/d/morgan-hill-893-acres-willoe-springs/7760564912html
Springwood 4 bedroom 2 bath pool well maintained,1700000,concord / pleasant hill / martinez,https://sfbaycraigslistorg/eby/reo/d/concord-springwood-bedroom-bath-pool/7757038975html
Spectacular views Multi -gen floor plan 3-car garage,300000,Cameron Park,https://sfbaycraigslistorg/eby/reb/d/rescue-spectacular-views-multi-gen/7755340634html
Contemporary elegance No HOA Built-in pool,1700000,Elk Grove,https://sfbaycraigslistorg/eby/reb/d/elk-grove-contemporary-elegance-no-hoa/7756995562html
Downstairs guest suite Large island kitchen 150000 in upgrades,100000,Elk Grove,https://sfbaycraigslistorg/eby/reb/d/elk-grove-downstairs-guest-suite-large/7759701298html
Former model home 6 bedrooms Gourmet kitchen,1700000,Natomas,https://sfbaycraigslistorg/eby/reb/d/sacramento-former-model-home-bedrooms/7754658476html
Gated entry Large covered patio Built-in BBQ,200000,Rancho Cordova,https://sfbaycraigslistorg/eby/reb/d/rancho-cordova-gated-entry-large/7759705468html
taurants SF Ferry Service And Close Proximity To Shopping Freew,1511,Richmond,https://sfbaycraigslistorg/sfc/reb/d/richmond-taurants-sf-ferry-service-and/7760510370html
Evergreen San Jose 4 bd/25 ba Two Story with Pool and Tons of Parking,1688000,San Jose,https://sfbaycraigslistorg/sby/reb/d/san-jose-evergreen-san-jose-bd-25-ba/7758313732html
Escape  the Country Home on 203 Acres of land 4Bed 35B With Den,1999555,Shingle Springs CA,https://sfbaycraigslistorg/sfc/reo/d/san-francisco-escape-the-country-home/7755055762html
Attractive  Investment Property (9 Units),2100000,oakland lake merritt / grand,https://sfbaycraigslistorg/eby/reb/d/oakland-attractive-investment-property/7751118455html
Mobile home for sale by owner,100000,rohnert pk / cotati,https://sfbaycraigslistorg/nby/reo/d/santa-rosa-mobile-home-for-sale-by-owner/7756006152html
mobile home for sale by owner,100000,santa rosa,https://sfbaycraigslistorg/nby/reo/d/santa-rosa-mobile-home-for-sale-by-owner/7753906028html
MILLIONS BELOW Appraisal PRIME PROPERTY = Will go FAST,899,PRIME LOCATION - HUGE DISCOUNT,https://sfbaycraigslistorg/sfc/reo/d/sacramento-millions-below-appraisal/7758407818html
Mix Use Commercial/Retail/Residential,1800000,vallejo / benicia,https://sfbaycraigslistorg/eby/reb/d/vallejo-mix-use-commercial-retail/7760449528html
Lake Almanor Lakefront Home  450000,450000,Lake Almanor California,https://sfbaycraigslistorg/sfc/reo/d/westwood-lake-almanor-lakefront-home/7759689028html
Fabulous 4 Acre Property,3800000,Walnut Creek,https://sfbaycraigslistorg/sfc/reo/d/walnut-creek-fabulous-acre-property/7751750670html
Ashland OR | Turn-Key Restaurant  Real Estate  33 Year History,600000,Southern Oregon,https://sfbaycraigslistorg/nby/reb/d/ashland-ashland-or-turn-key-restaurant/7759690861html
ItsNow,780000,fremont / union city / newark,https://sfbaycraigslistorg/eby/reo/d/fremont-itsnow/7751090331html
Commercial 2500sqft shop with bathroom office quite work zone gated,45000,concord / pleasant hill / martinez,https://sfbaycraigslistorg/eby/reo/d/knightsen-commercial-2500sqft-shop-with/7751906191html
This is meant to be - Home in Citrus Heights 3 Beds 1 Baths,399000,east bay area,https://sfbaycraigslistorg/eby/reb/d/this-is-meant-to-be-home-in-citrus/7760408197html
Tell us what you think Home in Mountain Ranch 2 Beds 2 Baths,950000,east bay area,https://sfbaycraigslistorg/eby/reb/d/tell-us-what-you-think-home-in-mountain/7760406526html
Ahh the comfortable life Home in Rocklin 3 Beds 2 Baths,549900,east bay area,https://sfbaycraigslistorg/eby/reb/d/ahh-the-comfortable-life-home-in/7760404862html
OPEN SAT 12-2PM Potrero Hill Jr 1 BD Condo with Parking,579000,potrero hill,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-open-sat-12-2pm-potrero/7752167283html
Miraculously Beautiful Commercial in Pioneer 0 Beds 0 Baths,259500,east bay area,https://sfbaycraigslistorg/eby/reb/d/miraculously-beautiful-commercial-in/7760403244html
Brand New Mini Mansion - easy commute to Bay Area,1850000,peninsula,https://sfbaycraigslistorg/pen/reo/d/daly-city-brand-new-mini-mansion-easy/7758725931html
Giving you some Me Time - Home in Plumas Lake 3 Beds 2 Baths,475000,east bay area,https://sfbaycraigslistorg/eby/reb/d/giving-you-some-me-time-home-in-plumas/7760401537html
Stunning revitalized triplex in the heart of Ceres,799000,Ceres CA,https://sfbaycraigslistorg/pen/reb/d/ceres-stunning-revitalized-triplex-in/7760390069html
2 BEDROOM TOWNHOUSE OPEN HOUSE SATURDAY 6/22,374000,oakland east,https://sfbaycraigslistorg/eby/reb/d/oakland-bedroom-townhouse-open-house/7757831941html
House of the week Home in Elk Grove 4 Beds 3 Baths,730000,east bay area,https://sfbaycraigslistorg/eby/reb/d/house-of-the-week-home-in-elk-grove/7760399730html
Off Market Opportunity - 1st time available in 60 years,1699000,millbrae,https://sfbaycraigslistorg/pen/reb/d/millbrae-off-market-opportunity-1st/7760398602html
Come home kick off your shoes Home in Modesto 3 Beds 2 Baths,1299900,east bay area,https://sfbaycraigslistorg/eby/reb/d/come-home-kick-off-your-shoes-home-in/7760397908html
Bring your family home Home in Arnold 3 Beds 2 Baths,999000,east bay area,https://sfbaycraigslistorg/eby/reb/d/bring-your-family-home-home-in-arnold/7760396009html
How would you rate this home Home in Sacramento 3 Beds 2 Baths,459999,east bay area,https://sfbaycraigslistorg/eby/reb/d/how-would-you-rate-this-home-home-in/7760394228html
MILLIONS BELOW Appraisal PRIME PROPERTY = Will go FAST,4089,PRIME LOCATION - HUGE DISCOUNT,https://sfbaycraigslistorg/sfc/reo/d/sacramento-millions-below-appraisal/7754092826html
SuperFastClosings,1000,saratoga,https://sfbaycraigslistorg/sby/reo/d/saratoga-superfastclosings/7753337658html
A better way to find your home - Home in Madera 4 Beds 3 Baths,1130000,east bay area,https://sfbaycraigslistorg/eby/reb/d/better-way-to-find-your-home-home-in/7754181014html
It really is that easy Home in San Francisco 3 Beds 1 Baths,1386000,east bay area,https://sfbaycraigslistorg/eby/reb/d/it-really-is-that-easy-home-in-san/7760392424html
For Sale Exquisite Penthouse â€“ Luxury Living at SOMA Grand,2795000,SOMA / south beach,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-for-sale-exquisite/7760391931html
Fab Top Floor 3 Bed | 15 Bath | Condo | Prkg,1995000,noe valley,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-fab-top-floor-bed-15-bath/7760391860html
SF Skyline Gem: Penthouse  Units  Garage in Corona Heights,2100000,city of san francisco,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-sf-skyline-gem-penthouse/7760391697html
Elegant Corner Lot with Guest Suite & Cottage Office - Prime Location,3595000,richmond / seacliff,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-elegant-corner-lot-with/7760391575html
Can you see it Home in Manteca 3 Beds 2 Baths,588800,east bay area,https://sfbaycraigslistorg/eby/reb/d/can-you-see-it-home-in-manteca-beds/7760390660html
Major Fixer Opportunity 19000 sq ft,5250000,oakland hills / mills,https://sfbaycraigslistorg/eby/reb/d/oakland-major-fixer-opportunity-sq-ft/7755636205html
207/- Acres in Southern Silicon Valley with old hunting cabin,4500000,san jose south,https://sfbaycraigslistorg/sby/reb/d/san-jose-acres-in-southern-silicon/7755633957html
Tell us what you think Home in Bass Lake 4 Beds 2 Baths,1100000,north beach / telegraph hill,https://sfbaycraigslistorg/sfc/reb/d/tell-us-what-you-think-home-in-bass/7753826692html
Create Memories with your Family Home in Stockton 4 Beds 2 Baths,520000,east bay area,https://sfbaycraigslistorg/eby/reb/d/create-memories-with-your-family-home/7760388883html
Tell us what you think Home in Sacramento 5 Beds 3 Baths,1049000,east bay area,https://sfbaycraigslistorg/eby/reb/d/tell-us-what-you-think-home-in/7760386945html
Could this be the perfect match Home in Woodland 5 Beds 4 Baths,848000,east bay area,https://sfbaycraigslistorg/eby/reb/d/could-this-be-the-perfect-match-home-in/7760384951html
Beautiful Residence - Home in Rocklin 5 Beds 4 Baths,1298000,east bay area,https://sfbaycraigslistorg/eby/reb/d/beautiful-residence-home-in-rocklin/7760382858html
A home you can settle in at - Home in Stockton 2 Beds 2 Baths,427000,east bay area,https://sfbaycraigslistorg/eby/reb/d/home-you-can-settle-in-at-home-in/7760380783html
Undeniably Delightful Home in Cool 3 Beds 2 Baths,599000,east bay area,https://sfbaycraigslistorg/eby/reb/d/undeniably-delightful-home-in-cool-beds/7760378756html
What's in it for you Home in Fair Oaks 3 Beds 2 Baths,599000,east bay area,https://sfbaycraigslistorg/eby/reb/d/whats-in-it-for-you-home-in-fair-oaks/7760374699html
Luxurious Living that's Affordable - Home in Rancho Cordova 4 Beds 2 Baths,699999,east bay area,https://sfbaycraigslistorg/eby/reb/d/luxurious-living-thats-affordable-home/7760372821html
Enhanced Price to SELL 775577,775577,excelsior / outer mission,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-enhanced-price-to-sell/7752602779html
Duplex With Successful Business - FOR SALE,1190000,south san francisco,https://sfbaycraigslistorg/pen/reb/d/south-san-francisco-duplex-with/7752578941html
Tri-Plex With Vacant Unity FOR SALE,1499999,mission district,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-tri-plex-with-vacant/7752566369html
Affordable for Seniors in NW Santa Rosa,209000,santa rosa,https://sfbaycraigslistorg/nby/reb/d/santa-rosa-affordable-for-seniors-in-nw/7758087989html
Coming Soon: Country Living on 36 acres in the heart of the Bay Area,1750000,Castro Valley,https://sfbaycraigslistorg/eby/reo/d/hayward-coming-soon-country-living-on/7755242990html
Warehouse 25000 per month - approx 10000 sqft,25000,bayview,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-warehouse-per-month/7760360366html
How would you rate this home Home in Stockton 2 Beds 1 Baths,314000,east bay area,https://sfbaycraigslistorg/eby/reb/d/how-would-you-rate-this-home-home-in/7760346927html
3 bedroom / 2 bathroom / 2 car carage,3500,San Ramon,https://sfbaycraigslistorg/eby/reo/d/san-ramon-bedroom-bathroom-car-carage/7760345904html
Warehouse 25000 per month - approx 10000 sqft,25000,bayview,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-warehouse-per-month/7752981108html
Warehouse 25000 per month - approx 10000 sqft,25000,bayview,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-warehouse-per-month/7752984797html
Do you have high expectations Income in Stockton 0 Beds 0 Baths,699900,east bay area,https://sfbaycraigslistorg/eby/reb/d/do-you-have-high-expectations-income-in/7760344881html
Warehouse 25000 per month - approx 10000 sqft,25000,bayview,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-warehouse-per-month/7752132002html
14896 Bancroft Ave #3 San Leandro,1600,san leandro,https://sfbaycraigslistorg/eby/reb/d/san-leandro-bancroft-ave-san-leandro/7760334661html
Warehouse 25000 per month - approx 10000 sqft,25000,bayview,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-warehouse-per-month/7759451421html
A home with Character - Condos in Davis 2 Beds 1 Baths,395000,east bay area,https://sfbaycraigslistorg/eby/reb/d/home-with-character-condos-in-davis/7760342786html
Undeniably Delightful Home in Sacramento 3 Beds 2 Baths,495000,east bay area,https://sfbaycraigslistorg/eby/reb/d/undeniably-delightful-home-in/7760340770html
Come home kick off your shoes Home in Fair Oaks 4 Beds 3 Baths,825000,east bay area,https://sfbaycraigslistorg/eby/reb/d/come-home-kick-off-your-shoes-home-in/7760338653html
A home with Character - Home in Roseville 3 Beds 2 Baths,714990,east bay area,https://sfbaycraigslistorg/eby/reb/d/home-with-character-home-in-roseville/7760336413html
Find a home the easy way - Home in Oakdale 2 Beds 2 Baths,795000,east bay area,https://sfbaycraigslistorg/eby/reb/d/find-home-the-easy-way-home-in-oakdale/7760334070html
Create Memories with your Family Home in Turlock 3 Beds 1 Baths,499900,east bay area,https://sfbaycraigslistorg/eby/reb/d/create-memories-with-your-family-home/7760331957html
Make it yours Home in San Leandro 3 Beds 2 Baths,868888,san leandro,https://sfbaycraigslistorg/eby/reb/d/make-it-yours-home-in-san-leandro-beds/7760330870html
It really is that easy Home in Roseville 2 Beds 2 Baths,610000,east bay area,https://sfbaycraigslistorg/eby/reb/d/it-really-is-that-easy-home-in/7760330004html
505 Lancaster Street #3,795000,oakland east,https://sfbaycraigslistorg/eby/reb/d/oakland-505-lancaster-street/7760329130html
Dreams are now a reality Home in Roseville 3 Beds 2 Baths,532990,east bay area,https://sfbaycraigslistorg/eby/reb/d/dreams-are-now-reality-home-in/7760327756html
3003-3005 Galindo St Open Sunday 2-4:30 PM,749000,oakland east,https://sfbaycraigslistorg/eby/reb/d/oakland-galindo-st-open-sunday-pm/7760325912html
Miraculously Beautiful Home in Modesto 3 Beds 2 Baths,449900,east bay area,https://sfbaycraigslistorg/eby/reb/d/miraculously-beautiful-home-in-modesto/7760325303html
You've got to see this Condos in Roseville 3 Beds 2 Baths,440000,east bay area,https://sfbaycraigslistorg/eby/reb/d/youve-got-to-see-this-condos-in/7760322829html
Nearly 2 acres Multiple gardens Koi pond,200,Elk Grove,https://sfbaycraigslistorg/eby/reb/d/elk-grove-nearly-acres-multiple-gardens/7760312444html
Ready to go Home in Modesto 3 Beds 2 Baths,514900,east bay area,https://sfbaycraigslistorg/eby/reb/d/ready-to-go-home-in-modesto-beds-baths/7760320590html
Bring your family home Home in Sacramento 3 Beds 1 Baths,391000,east bay area,https://sfbaycraigslistorg/eby/reb/d/bring-your-family-home-home-in/7760318380html
Bring your family home to this Home in Sacramento 2 Beds 1 Baths,375000,east bay area,https://sfbaycraigslistorg/eby/reb/d/bring-your-family-home-to-this-home-in/7760315981html
The Time Is Now,1000000,sebastopol,https://sfbaycraigslistorg/nby/reb/d/sebastopol-the-time-is-now/7756955535html
Make it yours Home in Oakdale 3 Beds 1 Baths,335000,east bay area,https://sfbaycraigslistorg/eby/reb/d/make-it-yours-home-in-oakdale-beds-baths/7760313639html
40 acres - 2 parcels in Lake County with a spring,189000,lake county,https://sfbaycraigslistorg/nby/reo/d/lower-lake-40-acres-parcels-in-lake/7758665420html
NextGen living  No HOA dues Oversized lot,499,Roseville,https://sfbaycraigslistorg/eby/reb/d/roseville-nextgen-living-no-hoa-dues/7759040337html
Would you be comfortable in this home Income in Sacramento 0 Beds 0 Baths,750000,east bay area,https://sfbaycraigslistorg/eby/reb/d/would-you-be-comfortable-in-this-home/7760311223html
Gated and guarded Custom home Golf course community,999,El Dorado Hills,https://sfbaycraigslistorg/eby/reb/d/el-dorado-hills-gated-and-guarded/7757539344html
Seller Paid Closing Costs,489000,oakland piedmont / montclair,https://sfbaycraigslistorg/eby/reb/d/oakland-seller-paid-closing-costs/7759404170html
Executive home Putting green Sports court,65,Roseville,https://sfbaycraigslistorg/eby/reb/d/antelope-executive-home-putting-green/7758360403html
170000 Close to the Beach-Less than an hour from California,45,south san francisco,https://sfbaycraigslistorg/pen/reo/d/wedderburn-close-to-the-beach-less-than/7759494588html
This home stands out Home in Colfax 5 Beds 3 Baths,799999,east bay area,https://sfbaycraigslistorg/eby/reb/d/this-home-stands-out-home-in-colfax/7760308698html
Sparkling pool Low maintenance backyard Fitness center,35,Rocklin,https://sfbaycraigslistorg/eby/reb/d/rocklin-sparkling-pool-low-maintenance/7758368897html
Make it yours Income in Sacramento 0 Beds 0 Baths,690000,east bay area,https://sfbaycraigslistorg/eby/reb/d/make-it-yours-income-in-sacramento-beds/7760306472html
Fabulous and Affordable Home in Sacramento 3 Beds 2 Baths,499000,east bay area,https://sfbaycraigslistorg/eby/reb/d/fabulous-and-affordable-home-in/7760304271html
DoneFast,95,mountain view,https://sfbaycraigslistorg/pen/reo/d/mountain-view-donefast/7754686249html
AVAILABLE NOW Beautiful 3br Home with TONS of Upgrades,520900,pittsburg / antioch,https://sfbaycraigslistorg/eby/reo/d/rio-vista-available-now-beautiful-3br/7760301873html
1001 Powell Street Updated Laundry Mat For Lease  Prime Location,0,lower nob hill,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-1001-powell-street/7760298393html
Handyman at your service,1,concord / pleasant hill / martinez,https://sfbaycraigslistorg/eby/reb/d/concord-handyman-at-your-service/7754094220html
240 Acres in Klamath County,15578,Chiloquin OR,https://sfbaycraigslistorg/sfc/reo/d/fort-klamath-240-acres-in-klamath-county/7759651385html
LAKEFRONT RESORT Mobile / RV/Camping /Deli/ Pizzeria 10 Acres,5,lake county,https://sfbaycraigslistorg/nby/reo/d/lakeport-lakefront-resort-mobile-rv/7759172463html
240 Acres in Klamath County,15578,Chiloquin OR,https://sfbaycraigslistorg/sfc/reo/d/fort-klamath-240-acres-in-klamath-county/7759424764html
Renovated 3Br in Cow Hollow - Pet Friendly W&D Parking Available,6495,marina / cow hollow,https://sfbaycraigslistorg/sfc/reo/d/san-francisco-renovated-3br-in-cow/7760291921html
This is a very unique 4-plex,919000,Modesto CA,https://sfbaycraigslistorg/eby/reb/d/modesto-this-is-very-unique-plex/7760277112html
1083 Ed Roth Terrace sunnyvale CA 94086,5900,sunnyvale,https://sfbaycraigslistorg/sby/reo/d/sunnyvale-1083-ed-roth-terrace/7760281681html
2200 Van Ness Office Space,0,russian hill,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-2200-van-ness-office-space/7757359930html
CloseIn5To7,0,mill valley,https://sfbaycraigslistorg/nby/reo/d/mill-valley-closein5to7/7754679090html
Investment Property (9 Units),2100000,emeryville,https://sfbaycraigslistorg/eby/reb/d/oakland-investment-property-units/7755763063html
Office Space/Retail/Commercial Space  Shared in Jack London Square,3500,Oakland,https://sfbaycraigslistorg/eby/reo/d/oakland-office-space-retail-commercial/7760272820html
New On Market - Cosmetic Fixer - Built In Equity 4 You,1688000,SAN JOSE - Evergreen,https://sfbaycraigslistorg/sby/reb/d/san-jose-new-on-market-cosmetic-fixer/7758803157html
Central Richmond - Condo development approved,1650000,richmond / seacliff,https://sfbaycraigslistorg/sfc/reb/d/san-francisco-central-richmond-condo/7760255241html
MILLIONS BELOW Appraisal PRIME PROPERTY = Will go FAST,0,PRIME LOCATION - HUGE DISCOUNT,https://sfbaycraigslistorg/sfc/reo/d/sacramento-millions-below-appraisal/7760252832html
023 Acre Lot in Clearlake CA APN# 039-078-250-000 - 12995,12995,Clearlake,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-023-acre-lot-in/7754388018html
024 Acre Residential Lot in Kelseyville CA APN# 043-594-100-000,14995,Kelseyville,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-024-acre-residential-lot/7754396502html
022 Acre Lot in Clearlake CA APN# 038171820000 - 19995,19995,Clearlake,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-022-acre-lot-in/7754393688html
028 Acre Lot in Clearlake CA APN# 039-603-010-000 - 12995,12995,Clearlake,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-028-acre-lot-in/7754386126html
023 Acre Lot in Clearlake CA Off HWY 53 APN# 041-412-280-000 14995,14995,Clearlake,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-023-acre-lot-in/7754383048html
034 Acre Lot Located in Clearlake CA APN# 041-393-250-000 - 14995,14995,Clearlake,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-034-acre-lot-located-in/7754379315html
025 Acre Lot Located in Clearlake CA APN# 039-081-090-000 - 9995,9995,Clearlake,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-025-acre-lot-located-in/7754377377html
018 Acre Rez Lot Located in Clearlake CA APN# 039-454-570-000,4995,Clearlake,https://sfbaycraigslistorg/sfc/reo/d/clearlake-park-018-acre-rez-lot-located/7754374123html
Golf Course 021 Acres in Hidden Valley Lake CA APN# 141-672-020-000,6995,Hidden Valley Lake,https://sfbaycraigslistorg/sfc/reo/d/hidden-valley-lake-golf-course-021/7754369756html
040 Acres in Hidden Valley Lake CA APN# 142-093-070-000 - 9995,9995,Hidden Valley Lake,https://sfbaycraigslistorg/sfc/reo/d/middletown-040-acres-in-hidden-valley/7754366698html
028 Acres in Hidden Valley Lake CA APN# 141-091-320-000 - 19995,19995,Hidden Valley Lake,https://sfbaycraigslistorg/sfc/reo/d/hidden-valley-lake-028-acres-in-hidden/7754364293html
023 Acres In Hidden Valley Lake CA APN# 142-053-150-000 - 4995,4995,Hidden Valley Lake,https://sfbaycraigslistorg/sfc/reo/d/middletown-023-acres-in-hidden-valley/7754362498html
024 Acres In Hidden Valley Lake CA APN#142-075-030-000 -6995,6995,Hidden Valley Lake,https://sfbaycraigslistorg/sfc/reo/d/hidden-valley-lake-024-acres-in-hidden/7754354121html
Adult 55 community Sweeping greenbelt views Fitness center,1500,Lincoln,https://sfbaycraigslistorg/eby/reb/d/rocklin-adult-55-community-sweeping/7758357951html
Swimming pool Outdoor fireplace Covered patio,4500,Lincoln,https://sfbaycraigslistorg/eby/reb/d/rocklin-swimming-pool-outdoor-fireplace/7760241660html
13 Acres Poli Road Camp Hike Recreation All cash,175000,gilroy,https://sfbaycraigslistorg/sby/reb/d/san-jose-13-acres-poli-road-camp-hike/7755605922html
Boulder Drive lot in subdivision AMAZING VIEWS 038 Acres,349000,san jose east,https://sfbaycraigslistorg/sby/reb/d/san-jose-boulder-drive-lot-in/7750798424html
Award winning schools No HOA Gorgeous real wood floors,95,Rocklin,https://sfbaycraigslistorg/eby/reb/d/rocklin-award-winning-schools-no-hoa/7760238584html
9 Acres Hale Ave and Willow Springs Flat farmland or build your home,1700000,morgan hill,https://sfbaycraigslistorg/sby/reb/d/morgan-hill-acres-hale-ave-and-willow/7760245190html
Custom tile floors Full outdoor kitchen Oversize 3-car garage,20000,Roseville,https://sfbaycraigslistorg/eby/reb/d/antelope-custom-tile-floors-full/7760240241html
Valley views Gated community Owned solar,45000,Lincoln,https://sfbaycraigslistorg/eby/reb/d/rocklin-valley-views-gated-community/7758377356html
12 VACANT LOT RESIDENTIAL SUBDIVISION TENTATIVE MAP ALMOST COMPLETE,7000,hayward / castro valley,https://sfbaycraigslistorg/eby/reb/d/hayward-12-vacant-lot-residential/7758680766html
Vacant Lot - Broadway Richmond,8000,richmond / point / annex,https://sfbaycraigslistorg/eby/reb/d/richmond-vacant-lot-broadway-richmond/7752036564html
VACANT LOT - 16 ACRE CUSTOM HOME SITE,699000,lafayette / orinda / moraga,https://sfbaycraigslistorg/eby/reb/d/moraga-vacant-lot-16-acre-custom-home/7752711488html
Vacant Lot - Broadway Richmond,350000,richmond / point / annex,https://sfbaycraigslistorg/eby/reb/d/richmond-vacant-lot-broadway-richmond/7751766389html
EastBayProperty  -  Sleepy Hollow Orinda,539000,lafayette / orinda / moraga,https://sfbaycraigslistorg/eby/reb/d/orinda-eastbayproperty-sleepy-hollow/7753282854html
Huge backyard 3-car garage Close to schools and shopping,50000,Rocklin,https://sfbaycraigslistorg/eby/reb/d/rocklin-huge-backyard-car-garage-close/7755010528html
2-way fireplace Downstairs bedroom & bath 3-car garage,5000,Rocklin,https://sfbaycraigslistorg/eby/reb/d/rocklin-way-fireplace-downstairs/7758696521html
55 Neighborhood Whitney Oaks golf course Gated community,8000,Rocklin,https://sfbaycraigslistorg/eby/reb/d/rocklin-55-neighborhood-whitney-oaks/7757873861html
Downtown Walnut Creek Modern Living Condo,87000,walnut creek,https://sfbaycraigslistorg/eby/reo/d/walnut-creek-downtown-walnut-creek/7758504899html
